datetime, Max, Min, Average,
08/19/2018 02,22.79999924,21.60000038,22.01666683, 
08/19/2018 03,21.79999924,21.39999962,21.65833324, 
08/19/2018 04,21.70000076,21.60000038,21.65333392, 
08/19/2018 05,21.70000076,21.29999924,21.51500006, 
08/19/2018 06,21.79999924,21.29999924,21.60000029, 
08/19/2018 07,22.29999924,21.60000038,21.97666677, 
08/19/2018 08,24.5,22.29999924,23.69499998, 
08/19/2018 09,26,24.5,25.21999992, 
08/19/2018 10,27.29999924,26,26.96166681, 
08/19/2018 11,28.89999962,27.20000076,27.90333335, 
08/19/2018 12,29.39999962,28.29999924,29.00833337, 
08/19/2018 13,29.29999924,27.5,28.29166683, 
08/19/2018 14,28.39999962,26.79999924,27.34666643, 
08/19/2018 15,28.70000076,27.20000076,27.89833342, 
08/19/2018 16,29.10000038,28.20000076,28.67166684, 
08/19/2018 17,28.79999924,27.39999962,28.07999989, 
08/19/2018 18,27.5,26.39999962,26.76000036, 
08/19/2018 19,26.39999962,25.70000076,26.05999994, 
08/19/2018 20,25.70000076,23.79999924,24.32333307, 
08/19/2018 21,23.79999924,22.70000076,23.24166654, 
08/19/2018 22,23,22.70000076,22.83666636, 
08/19/2018 23,22.70000076,22.20000076,22.43833332, 
08/20/2018 00,22.29999924,21.79999924,22.09499995, 
08/20/2018 01,22.10000038,21.89999962,22.02542383, 
08/20/2018 02,22.10000038,21.89999962,21.95833317, 
08/20/2018 03,22,21.70000076,21.82833322, 
08/20/2018 04,21.79999924,21.39999962,21.69833301, 
08/20/2018 05,21.5,21.20000076,21.32499987, 
08/20/2018 06,22.10000038,21.5,21.84333331, 
08/20/2018 07,23.29999924,22.10000038,22.51666692, 
08/20/2018 08,25.39999962,23.29999924,24.32499994, 
08/20/2018 09,26.10000038,25.29999924,25.62500006, 
08/20/2018 10,28.20000076,25.79999924,27.17833328, 
08/20/2018 11,29.60000038,27.79999924,28.76333323, 
08/20/2018 12,29.79999924,28.89999962,29.18833345, 
08/20/2018 13,29.89999962,28.89999962,29.35333338, 
08/20/2018 14,29.60000038,28.89999962,29.275, 
08/20/2018 15,28.89999962,25,25.87000004, 
08/20/2018 16,26.79999924,25.60000038,26.16333351, 
08/20/2018 17,25.89999962,25.5,25.69166686, 
08/20/2018 18,25.70000076,25,25.30333316, 
08/20/2018 19,25,25,25, 
08/20/2018 20,25,24.39999962,24.58666662, 
08/20/2018 21,24.5,24,24.21166655, 
08/20/2018 22,24.20000076,23.79999924,24.04000015, 
08/20/2018 23,23.89999962,23.79999924,23.85499945, 
08/21/2018 00,23.79999924,23,23.59999981, 
08/21/2018 01,22.79999924,22.20000076,22.40833327, 
08/21/2018 02,22.39999962,21.70000076,22.01000004, 
08/21/2018 03,21.89999962,21.5,21.70000013, 
08/21/2018 04,22,21.60000038,21.87999986, 
08/21/2018 05,22,21.79999924,21.92333304, 
08/21/2018 06,22.20000076,21.79999924,21.96666654, 
08/21/2018 07,22.89999962,22.20000076,22.45999994, 
08/21/2018 08,25,22.79999924,23.36333323, 
08/21/2018 09,26.70000076,25.10000038,26.08166685, 
08/21/2018 10,27.60000038,26,26.3916667, 
08/21/2018 11,28.39999962,26.60000038,27.57500016, 
08/21/2018 12,27.39999962,26.39999962,26.89499998, 
08/21/2018 13,28.70000076,27.39999962,28.08000011, 
08/21/2018 14,28.39999962,27.29999924,27.72833312, 
08/21/2018 15,27.89999962,26.39999962,27.28166666, 
08/21/2018 16,26.10000038,25,25.15833333, 
08/21/2018 17,25,24.70000076,24.82999996, 
08/21/2018 18,24.79999924,24.29999924,24.64666697, 
08/21/2018 19,24.39999962,24,24.22499984, 
08/21/2018 20,24.10000038,23.20000076,23.73050851, 
08/21/2018 21,23.5,23.20000076,23.39666675, 
08/21/2018 22,23.5,23.10000038,23.33000005, 
08/21/2018 23,23.10000038,22.89999962,22.93333308, 
08/22/2018 00,23,21.89999962,22.64333315, 
08/22/2018 01,21.89999962,21.20000076,21.54666662, 
08/22/2018 02,21.20000076,21.10000038,21.15166725, 
08/22/2018 03,21.29999924,21.20000076,21.20500069, 
08/22/2018 04,21.29999924,21.10000038,21.20666676, 
08/22/2018 05,21.39999962,21.10000038,21.25, 
08/22/2018 06,21.60000038,21.29999924,21.413333, 
08/22/2018 07,22.20000076,21.70000076,21.97000014, 
08/22/2018 08,23.70000076,22.20000076,22.78166672, 
08/22/2018 09,24.89999962,23.70000076,24.25666669, 
08/22/2018 10,25.70000076,24.79999924,25.37500022, 
08/22/2018 11,26.20000076,25.5,25.80166683, 
08/22/2018 12,27.79999924,26.29999924,27.05, 
08/22/2018 13,27.39999962,26.70000076,27.00999991, 
08/22/2018 14,28.89999962,27.10000038,27.56166681, 
08/22/2018 15,29.10000038,26.60000038,27.84999987, 
08/22/2018 16,28.29999924,26.79999924,27.36666632, 
08/22/2018 17,28,26.39999962,26.99333328, 
08/22/2018 18,26.39999962,25.10000038,25.51724151, 
08/22/2018 19,25.10000038,24.70000076,24.92833338, 
08/22/2018 20,24.70000076,22.70000076,23.76000001, 
08/22/2018 21,22.70000076,21.89999962,22.30500008, 
08/22/2018 22,22.10000038,21.89999962,21.97666658, 
08/22/2018 23,22,21.5,21.74333331, 
08/23/2018 00,21.60000038,20.79999924,21.32999996, 
08/23/2018 01,20.79999924,20.5,20.59491536, 
08/23/2018 02,20.89999962,20.5,20.66166709, 
08/23/2018 03,20.79999924,20.5,20.65833371, 
08/23/2018 04,20.70000076,20.39999962,20.59166702, 
08/23/2018 05,20.70000076,20.39999962,20.56333357, 
08/23/2018 06,21.20000076,20.70000076,20.94999987, 
08/23/2018 07,22.70000076,21.20000076,21.76333316, 
08/23/2018 08,24.70000076,22.79999924,23.8399998, 
08/23/2018 09,27.20000076,24.29999924,25.8766668, 
08/23/2018 10,27.60000038,26.79999924,27.23499991, 
08/23/2018 11,27.89999962,27.10000038,27.54333331, 
08/23/2018 12,28.79999924,27.89999962,28.25499996, 
08/23/2018 13,29.5,28.10000038,28.74499995, 
08/23/2018 14,28.60000038,24.29999924,26.1166666, 
08/23/2018 15,24.39999962,22.29999924,23.17333336, 
08/23/2018 16,23.5,23.10000038,23.27000004, 
08/23/2018 17,23.60000038,23.20000076,23.43166663, 
08/23/2018 18,24,23.5,23.87166659, 
08/23/2018 19,24.20000076,23.60000038,23.97166672, 
08/23/2018 20,23.70000076,22,23.21666686, 
08/23/2018 21,22,21.39999962,21.58166666, 
08/23/2018 22,21.70000076,21.29999924,21.38166622, 
08/23/2018 23,21.29999924,21.20000076,21.20500069, 
08/24/2018 00,21.29999924,21.10000038,21.21666689, 
08/24/2018 01,21.29999924,21,21.1650005, 
08/24/2018 02,21.20000076,21,21.11333377, 
08/24/2018 03,21.20000076,21,21.10666707, 
08/24/2018 04,21.10000038,20.89999962,20.9816666, 
08/24/2018 05,21.10000038,20.89999962,21.01500006, 
08/24/2018 06,21.20000076,21,21.16500063, 
08/24/2018 07,21.60000038,21.10000038,21.31000017, 
08/24/2018 08,22,21.39999962,21.73833323, 
08/24/2018 09,24,21.60000038,22.46166681, 
08/24/2018 10,25.89999962,24.10000038,25.35932198, 
08/24/2018 11,27.79999924,25.89999962,26.99333324, 
08/24/2018 12,28.5,27.10000038,27.74833326, 
08/24/2018 13,27.39999962,25.60000038,26.29500001, 
08/24/2018 14,26.5,25.70000076,26.06333351, 
08/24/2018 15,26.79999924,26.20000076,26.46666651, 
08/24/2018 16,26.20000076,25,25.38666662, 
08/24/2018 17,25.10000038,24.29999924,24.74833314, 
08/24/2018 18,24.29999924,22.29999924,23.07333323, 
08/24/2018 19,22.29999924,21.79999924,22.02666645, 
08/24/2018 20,21.89999962,21.60000038,21.77333307, 
08/24/2018 21,21.70000076,21.5,21.60333373, 
